10.61,40.77,1022.09,83.62,471.26
14.82,40,1016.32,66.3,458.46
13.43,43.69,1016.21,73.01,475.36
16.52,53.16,1014.68,76.82,457.81
18.22,45.09,1013.62,75.56,454.74
25.1,71.77,1004.34,82.8,429.7
13.08,43.14,1019.39,99.74,467.06
25.04,63.86,1018.92,52.79,441.6
16.96,63.31,1016.42,77.09,454.14
11.68,40.23,1018.49,83.43,475.47
9.77,44.68,1023.37,91.4,477.56
19.45,46.33,1013.39,99.52,452.82
26.36,73.68,1013.99,86.44,430.39
14.55,41.7,1018.58,80.8,454.14
18.6,60.1,1009.91,87.13,453.94
25.34,65.61,1014.61,57.51,442.82
7.8,43.65,1018.92,60.77,479.78
16.94,49.64,1024.43,69.22,459.25
18.22,49.25,1020.33,61.87,454.66
17.76,40.55,1002.82,73.77,461.8
25.4,70.4,1006.8,94.78,439.04
18.19,41.85,1014.93,61.37,466.86
9.53,41.44,1018.01,80.09,481.83
15.85,49.69,1015.33,89.24,469.4
26.71,70.4,1007.59,82.63,432.64
10.67,40.23,1017.75,85.06,483.9
22.92,61.9,1013.27,78.32,446.08
17.18,46,1002.74,100.1,454.02
32.92,69.05,1000.74,39.61,426.61
6.22,38.68,1017.87,69.41,483.55
29.31,68.67,1006.18,63.38,435.57
14.5,41.76,1023.94,84.42,464.23
27.52,74.67,1015.77,72.01,433.56
22.27,48.98,1014.47,49.33,451.74
14.01,38.91,1015.86,69.24,470.1
25,69.71,1009.23,80.92,438.38
11.41,41.4,1019.01,78.59,449.5
29.87,73.68,1015.1,40.96,433.43
10.39,39.69,1003.31,89.6,473
24.59,71.94,1006.89,88.52,430.28
28.46,60.23,1010.2,63.38,439.88
10.38,40.92,1021.53,95.18,466.46
6.1,40.07,1020.21,67.24,494.43
15.99,43.5,1021.34,73.22,460.7
27.06,77.17,1008.71,90.6,432.2
7.04,41.74,1021.91,88.55,488.99
6.61,36.24,1013.57,91.8,483.12
16.85,49.78,1005.61,100.1,455.33
13.53,40.71,1023.83,61.59,474.7
28.14,51.43,1012.16,52.67,445.33
33.3,68.14,1003.02,53.43,426.88
25.77,69.04,1009.66,65.49,445.35
19.88,44.6,1015.52,37.85,467.68
6.05,41.14,1027.69,86.93,481.02
3.95,35.47,1017.36,84.88,488.64
14.43,44.47,1028.57,70.7,466.56
22.7,63.56,1014.32,71.76,445
27.58,78.05,1010.83,94.98,431.95
16.2,38.73,1002.14,75.03,467.89
20.15,65.59,1014.62,79.39,449.84
30.04,64.44,1014.46,52.19,437.95
12.79,41.62,1010.52,81.83,466.91
20.06,47.03,1013.66,83.23,461.02
7.81,39.64,1011.42,86.68,482.22
26.13,57.32,1012.27,45.78,441.6
16.88,43.67,1011.43,73.98,463.81
28.84,74.67,1016.52,67.43,428.98
10.77,44.78,1012.87,84.16,470.66
11.61,39.69,1006.85,83.69,470.78
21.83,57.85,1012.49,75.16,448.21
11.34,43.67,1011.54,87.95,472.77
27.09,65.61,1014.22,48.13,442.94
22.75,58.86,1016,67.34,448.32
23,66.05,1020.61,80.29,421.57
25.56,75.6,1017.37,69.31,442.2
21.9,57.76,1017.45,66.89,449.95
22.89,73.11,1006.66,73.11,440.15
11.26,44.92,1023.63,88.99,474.69
15.64,44.21,1020.17,83.28,462.42
15.62,41.23,992.89,83.99,463.21
22.08,41.1,1002.19,46.69,455.04
15.97,45.01,1016.58,83.24,456.91
14.19,39.52,1018.34,77.25,467.14
19.59,59.87,1018.28,84.83,449.74
15.78,41.48,1015.55,52.17,454.25
11.05,40.71,1024.91,76.42,479.59
25.88,69.13,1002.44,85.67,426.14
5.67,45.87,1008.91,93.29,478.44
21.82,58.66,1011.71,64.37,452.16
23.22,59.15,1014.58,75.18,443.7
17.59,65.48,1018.96,81.34,454.51
20.1,59.87,1018.97,87.23,444.71
6.65,40.69,1020.11,89.84,479.35
15.33,42.28,1008.19,66.15,465.2
17.4,63.09,1020.84,92.58,453
28.85,68.12,1012.05,46.31,436.15
25.03,60.84,1017.69,59.23,441.58
14.05,40.69,1015.66,74.39,470.9
13.08,41.74,1020.75,64.44,474.81
31.77,76.09,1007.4,73.36,431.69
19.69,39.72,1001.49,60.34,456.55
20.31,45.87,1007.89,73.7,449.54
25.11,58.79,1015.99,60.55,442.34
7.4,41.04,1024.44,90.9,477.69
19.16,63.09,1017.71,91.15,449.51
10.9,40.67,1016.66,65.09,482.4
14.66,42.77,1019.37,79.79,463.6
20.05,42.48,1012.29,85.09,457.01
17.54,44.58,1016.56,79,465.51
23.77,51.43,1006.67,84.09,441.54
12.15,43.71,1025.78,93.69,472.59
21.87,49.39,1019.99,67.05,451.97
27.29,71.32,1006.39,81.59,435.25
16.44,53.82,1015.4,63.16,462.09
5.34,39.22,1012.73,81.42,472.66
16.77,38.01,1023.04,65.5,460.16
12.71,43.8,1023.15,71.16,466.2
23.42,58.79,1009.74,81.54,441.46
24.41,69.48,1008.34,76.13,435.38
13.1,40.03,1017.79,84.48,470.75
8.47,42.02,1005.37,92.73,477.67
21.55,44.57,1006.03,71.54,446.84
18.26,59.15,1012.38,85.74,452.03
31.26,76.09,1006.66,63.91,430.36
14.13,48.92,1011.72,78.06,464.17
19.43,52.9,1017.16,67.41,458.46
23.48,65.12,1015.82,60.83,445.66
22.49,62.52,1016.57,63.69,451.87
30.08,67.25,1017.57,47.77,432.1
24.66,72.24,1011.35,77.45,434.33
28.85,57.19,1008.2,58.4,436.8
16.79,49.25,1021.21,68.8,458.42
10.22,39.64,1010.72,63.05,477.22
31.07,70.98,1007.24,72.03,432.96
25.63,48.92,1009.99,34.64,439.87
25.51,67.69,1004.53,80.03,433.02
23.74,49.21,1012.78,42.5,447.67
19.3,65.59,1014.07,81.98,452.76
23.25,69.45,1013.85,70.14,437.18
14.39,44.84,1023.55,91.14,464.15
26.13,71.64,1004.16,87.18,439.73
9.82,37.83,1005.29,100.07,473.66
19.61,56.53,1019.69,77.13,454.22
28.88,54.89,1007.16,46.6,440.99
25.68,58.41,1013.71,70.61,440.78
6.06,43.65,1014.36,83.94,480.74
23.82,64.15,1020.96,60.11,447.37
15.17,36.71,1013.5,77.44,471.93
8.16,39.64,1011.21,85.56,481.78
28.8,71.58,1010.51,59.87,434.82
22.94,61.5,1008.25,73.45,445.31
10.03,43.13,1014.85,70.09,482.16
22.81,58.96,1013.5,55.66,452.89
32.33,69.89,1014.18,50.93,427.29
32.87,71.32,1004.36,54.69,433.15
21.14,69.94,1008.87,79.74,440.69
27.51,63.73,1009.97,66.14,440.81
15.9,39.99,1007.03,78.49,465.5
16.44,43.96,1013.66,76.31,468.57
9.22,40.92,1021.83,85.43,474.51
32.86,66.44,1010.98,44.99,429.32
22.2,51.19,1009.2,82.95,445.54
13.95,38.73,1003.87,83.94,468.21
7.91,39.96,1023.57,88.44,475.52
13.4,41.78,1010.2,64.57,466.68
20.88,56.85,1010.91,84.28,440.08
19.94,61.87,1009.7,66.6,445.97
27.19,64.27,1013.06,58.13,444.54
16.69,44.78,1010.41,58.18,456.17
14.2,38.62,1017.83,77.57,465.29
6.29,43.65,1020.68,70.14,485.8
15.52,41.93,1022.97,52.92,471.97
25.98,68.12,1011.36,66.86,439
18.28,44.71,1016.99,33.71,462.28
16.38,55.5,1019.8,82.44,464.58
27.43,64.96,999.72,67.94,431.21
24.39,51.86,1014.92,59.98,447.7
13.18,40.24,1016.81,86.71,469.35
9.88,39.66,1017.81,76.05,480.05
20.36,56.53,1020.25,72.96,455.34
22.82,64.63,1020.78,66.73,449.34
23.27,68.28,1005.01,74.83,444.86
18.5,51.43,1010.82,92.04,459.42
29.03,69.51,1009.8,47.04,435.09
14.97,58.2,1019.52,81.13,458.68
20.36,60.1,1011.21,84.79,454.25
26.16,63.76,1010.03,68.77,437.24
13.06,41.78,1012.3,55.31,467.67
24.14,60.07,1016.56,58.08,440.17
24.29,63.57,1010.29,87.3,443.28
19.2,61.27,1020.02,65.53,455.2
30.66,73.77,1003.13,78.09,430
14.28,42.77,1020.06,81.77,466.75
32.8,68.67,1005.27,44.53,432.28
15.28,43.71,1024.32,81.24,463.44
20.73,69.94,1009.9,82.12,445.91
12,41.5,1013.21,86.75,473.68
14.28,42.74,1028.79,70.67,467.22
13.97,52.05,1012.05,85.36,463.64
24.78,50.16,1004.56,70.22,448.51
19.27,43.14,1013.17,39.85,463.14
11.71,40.05,1014.49,86.09,471.49
31.35,71.32,1005.99,62.35,434.43
28.83,64.96,1000.05,63.57,429.13
6.49,35.57,1025.4,79.67,486.8
10.77,41.54,1019.94,71.13,477.81
26.41,65.59,1010.69,73.78,441.49
9.6,37.73,1021.87,77.75,481.03
21.37,81.56,1006.57,81.56,434.38
8.83,36.3,1027.08,72.69,479.86
26.17,48.6,1002.59,61.41,439.86
23.47,69.71,1009.66,88.83,442.23
26.96,69.45,1013.89,51.47,436.69
29.91,74.9,1003.36,69.34,434.93
27.48,61.41,1012.2,45.06,452.24
22.83,65.18,1012.24,79.74,442.43
18.19,66.54,1012.9,86.05,449.22
24.09,73.68,1014.93,94.55,441.34
17.66,60.08,1017.22,86.96,456.62
26.92,67.25,1017.74,61.68,434.05
13.66,40.55,1005.46,96.02,467.7
12.38,45.09,1013.26,90.55,467.47
23.26,58.2,1016.72,57.98,446.87
14.74,43.99,1023.13,86.31,461.82
10.59,39.96,1025.87,97.05,468.96
19.5,65.12,1015.53,73.87,453.99
14.98,43.99,1022.66,83.34,462.32
17.47,43.77,1012.25,76.78,456.41
31.16,69.88,1007.01,68.28,433.24
4.27,39.64,1010.99,84.85,487.19
21.06,62.91,1011.92,75.52,455.22
5.5,39.04,1021.46,78.91,478.65
6.03,41.14,1028.04,87.46,479.61
14.77,49.15,1020.56,80.27,467.72
15.14,41.93,1020.95,61.26,469.68
14.03,44.88,1019.6,57.63,465.51
30.04,67.25,1017.65,52.84,435.17
23.83,49.21,1012.93,46.79,446.23
13.67,44.92,1023.6,85.35,467.71
30.38,74.16,1007.44,74.77,432.84
21.18,44.57,1007.27,73.67,449.93
11.11,37.5,1013.68,73.67,473.32
17.95,49.21,1012.05,59.44,455.1
6.81,37.49,1010.74,88.25,482.21
25.72,49.82,1016.19,60.1,452.33
18.73,40.12,1013.19,74.12,454.71
23.45,45.61,1012.84,73.42,454.92
14.73,36.99,1007.32,90.84,468.23
29.99,74.9,1003.84,64.43,435.87
21.14,58.98,1009.05,94.36,448.31
23.05,58.86,1013.84,62.21,445.46
4.84,38.5,1011.96,81.62,491.23
15.97,52.72,1024.72,65.97,462.64
16,44.9,1020.5,80.89,461.5
25.72,59.21,1012.37,66.62,437.72
22.02,64.45,1012.57,47.87,454.9
12.24,41.62,1013.38,90.26,461.23
25.16,74.33,1014.55,76.7,436.15
26.52,63.94,1018.23,42.41,440.47
10.93,39.16,1016.54,90.56,479.83
14.73,58.2,1019.45,82.48,458.56
10.53,41.26,1007.48,98.74,475.96
22.12,49.39,1019.8,72.83,451
9.41,34.69,1027.02,78.91,480.87
14.54,41.17,1015.15,67.78,470.19
15.46,44.6,1017.7,68.2,459.62
15.52,58.59,1014.12,91.22,457.74
10.06,39.61,1020.87,74.01,476.92
14.44,41.2,1015.96,81.97,469.85
25.34,49.5,1013.25,50.8,457.12
26.41,68.24,1010.6,77.79,428.52
27.47,69.98,1008.53,58.72,431.11
30.93,73.42,1010.98,56.42,432.44
13.3,50.59,1019.38,92.96,469.13
24.93,73.5,1011.28,83.09,437.35
21.42,56.89,1014.39,84.05,444.86
20.78,58.86,1016.02,77.29,446.2
14.96,39.31,1010.52,71.28,461.97
11.22,41.93,1023.13,69.35,480.71
24.97,68.61,1011,55.04,453.26
26.59,59.92,1009.97,70.09,438.22
13.48,39.85,1012.71,58.91,475.74
12.99,40.55,1007.52,94.15,472.18
23.08,48.41,1008.44,82.35,443.5
23.46,57.85,1012.7,65.54,444.66
27.49,71.94,1008.25,68.29,428.27
15.27,39.54,1010.64,81.91,464.49
20.18,43.56,1013.14,39.16,462.8
17.47,58.16,1016.36,82.26,456.97
10.95,40.81,1016.19,77.96,474.36
26.39,66.49,1012.96,60.35,433.36
18.34,45.64,1019.05,82.53,460.58
15.47,43.13,1015.11,50.5,466.63
25.54,61.08,1013.14,71.15,447.06
14.02,43.34,1016.06,85.8,466.38
26.71,76.86,1002.86,74.5,437.31
11.88,41.58,1016.56,90.18,465.47
17.49,40.55,1001.73,73.15,462.37
22.49,58.71,1009.75,76.43,443.33
8.6,36.66,1026.4,81.23,481.86
32.46,74.33,1012.61,37.07,427.87
21.4,59.21,1017.84,78.01,444.15
15.24,39.39,1013.01,74.24,469.79
26.6,61.02,1010.26,66.16,436.19
27.23,66.48,1005.23,52.38,432.55
18.19,44.06,1017.24,78.73,456.13
21.82,63.9,1014.48,92.53,447.29
9.01,40.77,1022.37,90.3,470.84
23.09,60.95,1015.02,68.78,450.31
22.82,60.08,1017.95,65.71,450.86
9.32,41.39,1020.03,70.21,481.88
21.36,52.3,1007.95,79.38,448.13
29.52,75.33,1002.62,70.64,433.39
21.55,44.58,1017.2,46.64,464.44
22.24,60.07,1015.93,62.25,446.14
25.77,65.48,1018.07,51.47,440.96
23.97,62.44,1013.64,88.5,442.46
34.61,73.03,1013.61,36.91,438.56
21.52,66.51,1015.32,72.85,444.87
27.95,77.54,1010.12,78.97,434.7
28.32,71.64,1004.73,72.71,436.31
15.14,37.85,1010.33,84.3,468.31
10.11,42.49,1010.22,82.11,483.56
8.99,36.66,1028.11,71.98,481.03
26.69,79.74,1008.29,73.79,431.41
16.17,46.97,1014.22,85.8,456.08
33.68,68.14,1002.75,56.05,427.53
32.2,72.29,1008.61,69.94,432.52
21.92,58.79,1010.09,89.7,446.71
19.89,68.08,1012.65,80.25,448.71
28.95,66.75,1018.22,60.48,432.39
23.57,67.9,1006.08,70.12,446.72
9.44,41.79,1020.16,72.26,474.03
19.84,56.89,1013.23,78.32,447.92
3.63,38.44,1016.16,87.38,487.87
9.31,41.39,1018.3,93.68,480.25
11.03,44.78,1013.16,83.85,470.17
27.55,64.96,999.73,57.34,431.33
26.12,63.31,1013.97,51.6,439.77
24.45,66.49,1014.24,58.15,449.22
25.98,73.18,1012.28,85.78,439.73
13.9,41.17,1016.84,72.9,468.96
27.92,74.99,1005.47,75.13,431.76
30.76,59.57,1010.66,61.76,439.32
24.02,77.54,1008.33,83.92,438.52
19.23,45.01,1012.24,72.91,450.77
28.06,68.24,1010.27,69.72,429.47
25.52,69.75,1010.36,90.06,435.12
12.07,43.71,1025.53,85.62,472.32
30.55,68.24,1009.43,63.84,426.8
17.7,48.98,1015.79,83.18,454.41
30.98,71.29,1008.78,47.7,432.99
13.72,34.03,1018.57,65.95,469.25
21.7,49.02,1008.74,82.8,446.46
21.35,57.76,1017.36,73.1,452.57
25.96,63.77,1013.24,65.43,445.26
27.67,69.59,1009.13,82.15,437.29
19.69,56.65,1020.86,70.02,454.87
27.75,66.54,1010.21,46.37,437.58
30.68,71.8,1010.81,61.4,435.4
19.09,65.94,1012.53,81.06,446.34
33.71,69.98,1013.09,42.62,431.99
19.09,56.51,1015.58,92.56,449.24
22.49,45.61,1013.1,75.69,455.12
24.65,72.43,1007.99,90.05,437.59
21.78,47.43,1007.88,66.68,446.79
23.73,59.15,1014.08,62.65,444.07
11.72,40.55,1020.74,86.22,474.7
27.58,66.48,1004.82,51.23,435.34
21.26,60.84,1018.43,78.83,446.08
23.14,60.27,1018.51,80.54,442.59
20.72,44.57,1008.96,72.57,449.76
28.34,63.77,1013.7,61.13,439.75
27.82,79.74,1008.37,69.46,436.48
24.23,49.3,1003.61,74.44,440.65
16.75,36.99,1006.42,87.18,464.18
29.23,72.99,1007.04,63.47,431
13.86,41.78,1010.75,57.9,467.39
24.49,65.61,1014.71,63.47,447.26
14.85,38.91,1014.48,60.98,467.42
18.41,44.89,1009.75,77.24,448.88
7,38.08,1020.27,77.67,482.38
23.07,57.5,1015.7,75.47,447.49
21.06,67.07,1004.9,84.09,446.44
16.77,50.9,1013.24,84.4,459.91
14.68,43.99,1023.36,86.79,461.91
27.01,63.78,1016.72,47.89,442.6
25.68,59.44,1012.33,67.29,444.36
25.86,59.92,1009.92,73.95,436.06
24.86,72.39,1001.15,90.24,440.85
9.41,39.61,1016.14,78.38,477.34
14,41.78,1010.96,48.37,465.62
19.37,63.09,1018.79,81.52,450.18
14.69,54.3,1018.01,73.4,462.63
25,59.43,1007.84,68.91,438.28
24.64,58.79,1009.82,73.96,444.26
23.48,64.15,1021.08,57.77,450.89
28.41,75.6,1018.48,56.07,440.28
32.67,67.83,1007.81,42.16,425.75
24.3,69.23,1013.17,59.91,440.56
25.21,59.21,1017.37,55.06,445.33
26.31,68.51,1013.26,68.66,435.91
16.01,43.69,1017.12,62.43,465.89
13.83,38.73,999.62,91.95,469.81
25.44,63.13,1011.74,77.83,441.91
33.96,68.94,1006.93,47.39,427.06
28.69,67.79,1011.01,66.4,439.87
29.38,73.42,1011.49,54.96,445.42
3.26,41.31,996.32,100,489.38
20.03,69.45,1013.47,86.66,441.54
24.51,68.63,1014.15,45.1,447.66
8.27,39.64,1011,84.64,479.91
5.28,45.87,1008.25,97.88,479.91
11.38,39.22,1018.62,57.14,473.71
13.78,45.78,1025.27,95.72,462.88
23.6,65.48,1017.44,61.26,444.38
14.6,44.47,1028.46,69.96,465.24
20.56,64.45,1012.24,53.09,458.97
22.64,62.44,1011.82,75.07,448.13
25.07,60.27,1018.13,70.33,439.52
23.97,64.05,1012.23,90.18,447.44
13.93,42.86,1032.37,71.11,468.88
31.46,66.54,1002.86,53.75,427.76
6.33,39.33,1012.06,93.16,492.22
23.15,58.79,1011.11,82.49,447.71
18.58,46.97,1014.25,74.09,454.26
5.66,40,1022.08,93.03,475.54
25.79,59.43,1008.61,64.3,435.51
27.57,70.36,1007.18,71.1,441.86
18,44.06,1016.8,78.88,454.59
21.96,71.85,1009.38,75.98,441.52
9.51,43.79,1016.02,79.81,481.12
14.12,39.52,1016.79,75.89,472.32
7.2,40.35,1011.83,95.59,484.9
22.29,45.01,1012.4,51.58,449.08
13.66,41.67,1013.43,80.56,469.17
27.24,77.17,1009.37,81.51,439.12
17.3,42.24,1017.07,64.52,469.21
25.63,72.99,1008.2,86.8,436.64
33.6,74.33,1012.31,35.66,428.62
22.3,57.19,1006.4,75.28,445.1
20.59,42.04,1009.78,62.77,463.08
26.31,63.77,1014.15,69.36,440.1
24.27,74.93,1012.73,73.81,443.06
31.87,67.32,1013.65,36.69,435.47
27.21,64.05,1010.08,76.69,442.37
16.92,44.6,1017.34,58.75,460.17
24.17,71.58,1010.16,89.96,436.27
18.21,41.85,1014.67,56.86,468.4
20.94,68.12,1012.43,78.2,446.41
26.62,71.73,1009.32,80.1,431.93
6.02,43.65,1013.85,83.53,481.92
6.77,38.18,1017.8,81.13,484.31
18.1,45,1023.05,48.41,465.46
30.01,65.18,1012.87,43.95,436.91
5.41,45.87,1008.47,97.51,479.48
16.14,54.3,1017.93,65.68,460.73
25.56,70.32,1009.07,90.63,433.72
15.56,41.1,1003.55,76.92,464.42
12.51,41.92,1031.21,64.66,468.41
13.94,42.86,1012.35,88.78,471.64
12.24,34.03,1018.44,69.27,474.18
17.79,46.21,1010.38,85.25,448.74
8.55,36.25,1029.54,85.23,480.68
21.67,62.39,1007.98,92.96,445.85
14.66,40.89,1009.72,91.56,465.73
29.12,66.51,1015.69,37.9,432.88
25.99,63.07,1012.5,64.81,442.16
15.89,43.96,1014.02,75.24,467.35
27.54,75.6,1018.26,57.89,440.87
14.47,42.99,1009.78,91.15,469
15.24,40,1017.34,65.16,454.64
20.77,45.87,1008.07,76.22,452.71
25.44,75.23,1010.71,66.44,436.67
27.45,66.25,1009.3,77.58,437.37
16.28,42.99,1007.5,77.27,464.13
32.26,73.68,1014.75,60.9,426.48
17.69,44.34,1019.31,61.12,464.13
20.9,67.71,1007.16,59.02,446.57
15.84,52.72,1026.45,62.57,464.93
8.47,40.46,1019.87,78.19,475.06
17.88,46.97,1013.73,67.78,456.77
8.09,38.5,1012.99,67.31,484.81
19.87,49.69,1012.23,68.57,456.03
7.84,40.07,1016.68,47.63,488.7
27.01,43.21,1011.71,77.84,434.09
23.77,59.21,1011.97,80.08,440.08
30.13,78.05,1010.99,61.5,434.14
11.57,44.63,1020.7,91.11,469.64
12.07,40.81,1025.63,68.02,475.96
23.33,72.99,1009.33,89.41,440.04
27.99,66.91,1008.47,59.63,439.74
11.8,43.99,1020.86,98.44,466.75
10.12,39.96,1025.98,98.63,471.6
25.34,64.27,1013.38,66.02,443.94
11.86,39.85,1013,66.92,478.29
16.05,65.46,1013.92,87.99,456.94
10.15,41.62,1015.86,97.4,463.89
25.56,69.13,1002.46,68.26,434.48
26.8,72.58,1009.22,89.03,431.18
8.35,43.79,1016.2,85.23,484.21
19.97,50.78,1008.75,92.7,446.57
12.74,39.13,1008.19,94.81,468.57
23.07,65.27,1013.24,58.38,443.42
13.32,44.2,1020.02,78.78,465.57
18.8,44.71,1016.56,31.29,459.85
26.41,60.93,1007.16,66.02,436.71
28.97,73.5,1010.47,48.24,435.22
13.78,40,1018.38,68.67,458.74
28.55,72.43,1007.2,65.82,430.06
27.3,56.85,1011.66,36.09,440.01
9.45,41.4,1027.06,87.35,479
12.75,40.64,1020.44,83.17,466.93
6.09,43.65,1020.95,71.15,485.96
24.48,64.45,1014.69,51.43,452.82
20.79,57.32,1012.47,70.09,446.18
23.71,67.17,1007.27,90.2,440.65
15.63,43.02,1012.57,40.32,466.69
18.21,39.54,1009.81,70.92,461.73
16.58,44.68,1021.5,83.38,458.87
27.49,63.76,1010.09,62.8,436.73
30.92,80.18,1010.11,72.47,432.35
11.52,40.8,1024.31,73.49,479.56
18.85,41.1,1001.95,61.75,462.4
31.38,70.83,1010.35,47.28,431.33
20.84,59.8,1016.96,75.05,451.13
28.86,73.18,1012.46,68.8,427.01
25.69,73.18,1012.64,86.35,432.82
21.06,50.59,1016.42,66.12,454.15
14.39,42.77,1017.36,83.28,463.65
24.14,62.66,1007.33,73.27,439.93
26.82,69.05,1004.62,40,437.42
26.54,71.98,1005.8,91.16,431.78
13.32,44.9,1007.72,78.64,466.3
5.6,38.91,1019.31,85.33,491.1
14.46,44.78,1007.64,67.03,459.31
25.58,47.01,1014.5,63.53,454.39
16.22,41.35,1000.96,79.59,462.21
15.33,36.71,1013.99,73.89,468.36
32.11,78.05,1010.36,58.78,431.31
27.17,61.02,1011.38,65.32,437.06
10.66,41.93,1016.12,94.16,479.61
20.97,61.87,1011.45,65.41,446.76
12.11,41.17,1019.46,62.59,475.53
24.48,69.45,1013.86,62.39,435.74
24.79,50.78,1008.78,61.88,445.3
22.05,59.92,1009.06,93.74,437.9
11.82,41.26,1020.74,91.14,466.95
8.16,39.72,1020.54,82.11,480.21
15.44,39.54,1007.49,82.14,469.28
19.05,62.96,1020.48,83.04,454.26
26.81,56.57,1013.68,61.6,442.94
21.71,65.27,1013.24,63.58,444.91
13.92,43.41,1015.12,61.64,464.76
22.24,41.1,1001.96,42.6,451.95
23.1,59.43,1007.36,85.96,440.64
30.89,74.87,1008.99,56.58,432.68
18.12,58.95,1017.82,86.16,449.28
23.44,72.24,1011.28,88.03,438.34
9.59,34.69,1027.65,75.32,478.88
23.32,66.48,1003.92,72.25,436.26
10.26,43.14,1019.68,98.97,466.75
27.06,43.77,1011.02,42.61,442.15
25.78,47.93,1003.67,67.23,442.46
31.33,73.03,1014.18,49.28,438.49
18.32,42.28,1007.86,45.62,460.27
8.27,38.56,1016.47,66.6,485.31
33.12,68.31,1010.3,42.29,441.13
5.43,39.9,1007.5,86.27,487.84
24.22,71.14,1009.38,64.53,438.88
31,77.95,1010.14,65.97,431.62
29.45,64.96,1005.52,59.92,433.04
11.73,37.92,1008.02,72.68,472.51
29.47,71.32,1008.07,67,437.14
31.07,73.5,1010.58,43.66,432.06
28.26,72.43,1006.68,72.3,426.2
25.98,60.95,1014.5,48.01,442.9
11.55,42.34,1020.78,94.56,469.13
20.76,70.72,1009.73,89.04,448.85
32.48,62.04,1010.39,38.05,446.48
25.95,59.14,1016.42,67.03,438.46
8.03,40.07,1016.06,47.46,488.02
20.6,60.08,1017.84,75.92,454.39
8.03,40.67,1020.13,70.87,492.26
12.5,43.67,1013.99,90.91,473.26
6.76,37.49,1011.66,80.91,484.85
22.07,60.08,1017.68,71.23,452.56
20.61,48.78,1020.8,85.05,449.38
10.38,37.73,1021.5,75.02,475.02
15.93,52.75,1024.57,58.71,457.92
9.63,41.14,1027.99,87.89,469.73
24.43,58.95,1017.18,57.73,441.4
9.51,38.38,1022.77,73.82,474.93
28.37,72.86,1004.81,53.52,441.37
16.62,39.99,1007.07,77.14,463.74
18.74,59.21,1018.3,91.55,449.77
30.99,68.51,1008,71.35,430.09
24.85,67.9,1005.9,64.55,445.18
11,40.23,1019.08,86.5,475.9
12.25,48.79,1017.44,88.91,469.52
14.4,42.18,1015.47,77.7,464.81
